No. 1s,Fecha,INICIO,FINAL,TIEMPO DE PARO,CAUSA (DIGITAR EN MAYUSCULAS),PROCESO,HORAS TOTAL (H),Codigo ubicación tecnica,Tipo Paro,Imputación,AREA,PROCESO2,CLASE,NOMBRE RCA,AREA2,MES,AÑO
0,2022-03-18,00:00:00,02:07:00,02:07:00,TOLVAS LLENAS,CARBON,2.1166666666666667,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
0,2022-03-18,00:00:00,07:52:00,07:52:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.866666666666667,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
1,2022-03-18,02:08:00,02:37:00,00:29:00,"SE DESOCUPA MOLINO, MATERIAL PEGADO EN DESCARGA DE LA TOLVA, SE ABREN AGUJAS ",CARBON,0.4833333333333333,EC01-L61,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,"SE DESOCUPA MOLINO, MATERIAL PEGADO EN DESCARGA DE LA TOLVA, SE ABREN AGUJAS ",CARBON,marzo,2022
1,2022-03-18,05:09:00,05:24:00,00:15:00,DESALINEAMIENTO DOSIFICADORA DE CALIZA ,CEMENTO,0.24999999999999978,EC01-521-BP01,MECANICO,Sin Imputacion,MECANICO,MANTENIMIENTO,PNP,DESALINEAMIENTO DOSIFICADORA DE CALIZA ,CEMENTO,marzo,2022
1,2022-03-18,13:24:00,14:21:00,00:57:00,TOLVAS LLENAS,CARBON,0.9499999999999993,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-18,23:28:00,23:59:00,00:31:00,TOLVAS LLENAS,CARBON,0.5166666666666675,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-18,22:42:00,23:59:00,01:17:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.283333333333334,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
1,2022-03-18,09:20:00,09:35:00,00:15:00,TOLVAS LLENAS,CARBON,0.25000000000000044,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
0,2022-03-19,00:00:00,01:42:00,01:42:00,TOLVAS LLENAS,CARBON,1.7,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
0,2022-03-19,00:00:00,07:53:00,07:53:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.883333333333333,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
1,2022-03-19,05:16:00,07:23:00,02:07:00,CAMBIO DE PILA PREHOMO,CRUDO,2.116666666666667,EC01-361,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,CAMBIO DE PILA PREHOMO,CRUDO,marzo,2022
1,2022-03-19,07:30:00,09:20:00,01:50:00,LIMPIEZA DE LAS LANZAS DE AGUA A LA MESA,CEMENTO,1.8333333333333335,EC01-561-IJ01,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,LIMPIEZA DE LAS LANZAS DE AGUA A LA MESA,CEMENTO,marzo,2022
1,2022-03-19,11:43:00,14:55:00,03:12:00,TOLVAS LLENAS,CARBON,3.2000000000000006,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-19,17:58:00,18:57:00,00:59:00,DESALINEAMIENTO DE LA BANDA DEL ALIMENTADOR DE CLINKER. GRAPA SUELTA EN UNION,CEMENTO,0.9833333333333352,EC01-511-BP01,MECANICO,Sin Imputacion,MTTO MECANICO,MANTENIMIENTO,PNP,DESALINEAMIENTO DE LA BANDA DEL ALIMENTADOR DE CLINKER. GRAPA SUELTA EN UNION,CEMENTO,marzo,2022
1,2022-03-19,21:49:00,23:59:00,02:10:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,2.166666666666667,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
0,2022-03-20,00:00:00,10:00:00,10:00:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,10.0,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
1,2022-03-20,01:00:00,04:32:00,03:32:00,ALTA TEMPERATURA RODAMIENTO INFERIOR DEL SEPARADOR,CRUDO,3.533333333333333,EC01-361-AP02,MECANICO,Sin Imputacion,MTTO MECANICO,MANTENIMIENTO,PNP,ALTA TEMPERATURA RODAMIENTO INFERIOR DEL SEPARADOR,CRUDO,marzo,2022
1,2022-03-20,04:25:00,08:30:00,04:05:00,TOLVAS LLENAS,CARBON,4.083333333333334,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-20,09:31:00,09:41:00,00:10:00,TEMPERATURA DE SALIDA BAJA ,CRUDO,0.16666666666666607,EC01-361,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,TEMPERATURA DE SALIDA BAJA ,CRUDO,marzo,2022
1,2022-03-20,19:47:00,21:13:00,01:26:00,CAMBIO DE PILA PREHOMO RECLAIMER DESALINEADO VARIAS VECES,CRUDO,1.433333333333331,EC01-361,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,CAMBIO DE PILA PREHOMO RECLAIMER DESALINEADO VARIAS VECES,CRUDO,marzo,2022
1,2022-03-20,21:27:00,22:53:00,01:26:00,TOLVAS LLENAS,CARBON,1.4333333333333336,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-20,19:10:00,23:59:00,04:49:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,4.8166666666666655,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
0,2022-03-21,00:00:00,09:20:00,09:20:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,9.333333333333334,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
1,2022-03-21,06:55:00,09:32:00,02:37:00,TOLVAS LLENAS,CARBON,2.6166666666666654,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-21,10:50:00,23:59:00,13:09:00,AVERIA EN LA BANDA 511BT01,CEMENTO,13.149999999999999,EC01-511-BT01,MECANICO,BANDA TRANSPORTADORA,MTTO MECANICO,MANTENIMIENTO,PNP,AVERIA EN LA BANDA 511BT01,CEMENTO,marzo,2022
1,2022-03-21,20:08:00,22:20:00,02:12:00,TOLVAS LLENAS,CARBON,2.1999999999999975,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-21,22:48:00,23:59:00,01:11:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.1833333333333318,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
0,2022-03-22,00:00:00,09:26:00,09:26:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,9.433333333333334,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
0,2022-03-22,00:00:00,02:26:00,02:26:00,AVERIA EN LA BANDA 511BT01,CEMENTO,2.4333333333333336,EC01-511-BT01,MECANICO,Sin Imputacion,MTTO MECANICO,MANTENIMIENTO,PNP,AVERIA EN LA BANDA 511BT01,CEMENTO,marzo,2022
1,2022-03-22,05:43:00,06:01:00,00:18:00,DESALINEAMIENTO DOSIFICADORA DE CLINKER ,CEMENTO,0.2999999999999996,EC01-511-BP01,MECANICO,Sin Imputacion,MTTO MECANICO,MANTENIMIENTO,PNP,DESALINEAMIENTO DOSIFICADORA DE CLINKER ,CEMENTO,marzo,2022
1,2022-03-22,06:28:00,09:51:00,03:23:00,TOLVAS LLENAS,CARBON,3.3833333333333333,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-22,08:30:00,09:13:00,00:43:00,PARADA PROGRAMADA PARA MEDICIONES EN VACÍO DEL SEPARADOR DINÁMICO,CRUDO,0.7166666666666668,EC01-361-AP02,MECANICO,Sin Imputacion,MECANICO,MANTENIMIENTO,PNP,PARADA PROGRAMADA PARA MEDICIONES EN VACÍO DEL SEPARADOR DINÁMICO,CRUDO,marzo,2022
1,2022-03-22,08:47:00,09:10:00,00:23:00,MONTAJE DE RODILLOS DE RETORNO DE LA DOSIFICADORA DE CALIZA,CEMENTO,0.3833333333333333,EC01-521-BP01,MECANICO,Sin Imputacion,MECANICO,MANTENIMIENTO,PNP,MONTAJE DE RODILLOS DE RETORNO DE LA DOSIFICADORA DE CALIZA,CEMENTO,marzo,2022
1,2022-03-22,16:50:00,20:35:00,03:45:00,CAIDA DE SEGMENTOS DEL ANILLO DE DISPERSIÓN DE GASES DEL MOLINO,CEMENTO,3.75,EC01-561-AP01,MECANICO,Sin Imputacion,MTTO MECANICO,MANTENIMIENTO,PNP,CAIDA DE SEGMENTOS DEL ANILLO DE DISPERSIÓN DE GASES DEL MOLINO,CEMENTO,marzo,2022
1,2022-03-22,19:34:00,20:00:00,00:26:00,"TOLVA VACIA, CAMBIO DE TURNO OP.CARGADOR",CARBON,0.43333333333333446,EC01-L61,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,"TOLVA VACIA, CAMBIO DE TURNO OP.CARGADOR",CARBON,marzo,2022
1,2022-03-22,23:24:00,23:49:00,00:25:00,DESALINEAMIENTO DOSIFICADORA DE CLINKER ,CEMENTO,0.41666666666666785,EC01-511-BP01,MECANICO,Sin Imputacion,MECANICO,MANTENIMIENTO,PNP,DESALINEAMIENTO DOSIFICADORA DE CLINKER ,CEMENTO,marzo,2022
1,2022-03-22,19:55:00,21:02:00,01:07:00,CAMBIO DE PILA PREHOMO,CRUDO,1.116666666666668,EC01-361,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,CAMBIO DE PILA PREHOMO,CRUDO,marzo,2022
1,2022-03-22,23:01:00,23:59:00,00:58:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,0.9666666666666686,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
0,2022-03-23,00:00:00,08:34:00,08:34:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,8.566666666666666,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
1,2022-03-23,01:57:00,05:00:00,03:03:00,TOLVAS LLENAS,CARBON,3.05,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-23,01:36:00,16:00:00,14:24:00,SE DETIENE MOLINO POR CORTO EN LAS ESCOBILLAS MOTOR PRINCIPAL ,CRUDO,14.399999999999999,EC01-361-AP01-M01,ELECTRICO,Sin Imputacion,MTTO ELECTRICO,MANTENIMIENTO,PNP,SE DETIENE MOLINO POR CORTO EN LAS ESCOBILLAS MOTOR PRINCIPAL ,CRUDO,marzo,2022
1,2022-03-23,04:03:00,18:28:00,14:25:00,MANTENIMIENTO PROGRAMADO,CEMENTO,14.416666666666666,EC01-561,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,MANTENIMIENTO PROGRAMADO,CEMENTO,marzo,2022
1,2022-03-23,17:00:00,19:56:00,02:56:00,TOLVAS LLENAS,CARBON,2.9333333333333336,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-23,10:06:00,10:19:00,00:13:00,FALLA SENSOR DE MOVIMIENTO RASCADOR DEL ALIMENTADOR,TRITURADORA,0.2166666666666659,IA01-211-RD02-M01,ELECTRICO,Sin Imputacion,ELECTRICO,MANTENIMIENTO,PNP,FALLA SENSOR DE MOVIMIENTO RASCADOR DEL ALIMENTADOR,TRITURADORA,marzo,2022
1,2022-03-23,09:13:00,09:43:00,00:30:00,APILADOR DE PREHOMO FUERA DE PILA,TRITURADORA,0.49999999999999956,IA01-291-AD01-C01,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,APILADOR DE PREHOMO FUERA DE PILA,TRITURADORA,marzo,2022
1,2022-03-23,19:53:00,20:07:00,00:14:00,APILADOR ADITIVO FUERA DE PILA,TRITURADORA,0.23333333333333517,EC01-K21-AD01-C01,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,APILADOR ADITIVO FUERA DE PILA,TRITURADORA,marzo,2022
1,2022-03-23,18:30:00,20:02:00,01:32:00,DESALINEAMIENTO 511BT01 ,CEMENTO,1.5333333333333332,EC01-511-BT01,MECANICO,Sin Imputacion,MTTO MECANICO,MANTENIMIENTO,PNP,DESALINEAMIENTO 511BT01 ,CEMENTO,marzo,2022
1,2022-03-23,21:15:00,21:43:00,00:28:00,FALLA ELECTRICA CELDILLA,CEMENTO,0.466666666666665,EC01-581-VT01-M01,ELECTRICO,Sin Imputacion,ELECTRICO,MANTENIMIENTO,PNP,FALLA ELECTRICA CELDILLA,CEMENTO,marzo,2022
1,2022-03-23,22:42:00,23:59:00,01:17:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.283333333333334,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
0,2022-03-24,00:00:00,07:48:00,07:48:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.800000000000001,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
1,2022-03-24,04:32:00,07:50:00,03:18:00,TOLVAS LLENAS,CARBON,3.3000000000000003,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-24,16:22:00,19:27:00,03:05:00,TOLVAS LLENAS,CARBON,3.083333333333333,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-24,16:21:00,16:52:00,00:31:00,CAMBIO DE PILA DE PREHOMO,CRUDO,0.5166666666666675,EC01-361,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,CAMBIO DE PILA DE PREHOMO,CRUDO,marzo,2022
1,2022-03-24,08:57:00,09:17:00,00:20:00,APILADOR FUERA DE PILA,TRITURADORA,0.3333333333333348,IA01-211,MINA,Sin Imputacion,PROCESO,PROCESO,EXTERNO,APILADOR FUERA DE PILA,TRITURADORA,marzo,2022
1,2022-03-24,11:35:00,12:00:00,00:25:00,ALTA POTENCIA DEL MOTOR  DE LA TRITURADORA ,TRITURADORA,0.4166666666666665,IA01-211,MINA,Sin Imputacion,PROCESO,PROCESO,EXTERNO,ALTA POTENCIA DEL MOTOR  DE LA TRITURADORA ,TRITURADORA,marzo,2022
1,2022-03-24,18:04:00,23:59:00,05:55:00,AVERIA EN LA BANDA 511BT01,CEMENTO,5.916666666666667,EC01-511-BT01,MECANICO,Sin Imputacion,MTTO MECANICO,MANTENIMIENTO,PNP,AVERIA EN LA BANDA 511BT01,CEMENTO,marzo,2022
1,2022-03-24,21:35:00,23:59:00,02:24:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,2.400000000000002,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
1,2022-03-24,10:04:00,11:43:00,01:39:00,PARO PROGRAMADO MANTENIMIENTO,CRUDO,1.6499999999999995,EC01,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARO PROGRAMADO MANTENIMIENTO,CRUDO,marzo,2022
0,2022-03-25,00:00:00,09:29:00,09:29:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,9.483333333333333,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
0,2022-03-25,00:00:00,14:39:00,14:39:00,AVERIA EN LA BANDA 511BT01,CEMENTO,14.650000000000002,EC01-511-BT01,MECANICO,Sin Imputacion,MECANICO,MANTENIMIENTO,PNP,AVERIA EN LA BANDA 511BT01,CEMENTO,marzo,2022
1,2022-03-25,04:16:00,04:40:00,00:24:00,"SE DESOCUPA MOLINO, MATERIAL PEGADO EN DESCARGA DE LA TOLVA, MATERIAL HUMEDO",CARBON,0.3999999999999999,EC01-L61,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,"SE DESOCUPA MOLINO, MATERIAL PEGADO EN DESCARGA DE LA TOLVA, MATERIAL HUMEDO",CARBON,marzo,2022
1,2022-03-25,07:30:00,08:30:00,01:00:00,TOLVAS LLENAS,CARBON,1.0000000000000004,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-25,10:10:00,11:05:00,00:55:00,TOLVAS LLENAS,CARBON,0.9166666666666674,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-25,14:08:00,15:11:00,01:03:00,TOLVAS LLENAS,CARBON,1.049999999999999,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-25,19:28:00,20:28:00,01:00:00,"TOLVA VACIA, CAMBIO DE TURNO OP.CARGADOR",CARBON,1.0000000000000018,EC01-L61,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,"TOLVA VACIA, CAMBIO DE TURNO OP.CARGADOR",CARBON,marzo,2022
1,2022-03-25,22:42:00,23:59:00,01:17:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.283333333333334,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
0,2022-03-26,00:00:00,09:20:00,09:20:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,9.333333333333334,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
1,2022-03-26,05:07:00,07:04:00,01:57:00,TOLVAS LLENAS,CARBON,1.9500000000000004,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-26,08:22:00,08:41:00,00:19:00,"TOLVA VACIA, CAMBIO DE TURNO OP.CARGADOR",CARBON,0.31666666666666554,EC01-L61,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,"TOLVA VACIA, CAMBIO DE TURNO OP.CARGADOR",CARBON,marzo,2022
1,2022-03-26,11:17:00,11:57:00,00:40:00,"LECTURA ERRADA DE TEMPERATURA DE ENTRADA DEL MOLINO, CAMBIA DE 165 A 748 GRADOS ",CARBON,0.6666666666666656,EC01-L61-MR01,ELECTRICO,Sin Imputacion,MTTO ELECTRICO,MANTENIMIENTO,PNP,"LECTURA ERRADA DE TEMPERATURA DE ENTRADA DEL MOLINO, CAMBIA DE 165 A 748 GRADOS ",CARBON,marzo,2022
1,2022-03-26,11:08:00,11:58:00,00:50:00,TOLVAS LLENAS,CARBON,0.8333333333333344,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-26,12:48:00,14:31:00,01:43:00,CAMBIO DE PILA DE PREHOMO Y LIMPIEZA DEL CHUTE DE LA BANDA 311BT02,CRUDO,1.7166666666666686,IA01-311-BT01,OPERACION,Sin Imputacion,Sin Area,No Especificado,Sin Clase,CAMBIO DE PILA DE PREHOMO Y LIMPIEZA DEL CHUTE DE LA BANDA 311BT02,CRUDO,marzo,2022
1,2022-03-26,21:55:00,22:07:00,00:12:00,PARA MOLINO POR FALTA DE CLINKER EN TOLVA 511TY01,CEMENTO,0.1999999999999993,EC01-511-TY01,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,PARA MOLINO POR FALTA DE CLINKER EN TOLVA 511TY01,CEMENTO,marzo,2022
1,2022-03-26,20:06:00,23:59:00,03:53:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,3.883333333333333,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
1,2022-03-26,23:05:00,23:59:00,00:54:00,"PARA MOLINO POR DISPARO DE VALVULA ROTATIVA, POR MATERIAL CON SOBRE TAMAÑO Y CALIZA",CARBON,0.9000000000000021,EC01-L61-VR02,MINA,Sin Imputacion,PROCESO,PROCESO,EXTERNO,"PARA MOLINO POR DISPARO DE VALVULA ROTATIVA, POR MATERIAL CON SOBRE TAMAÑO Y CALIZA",CARBON,marzo,2022
1,2022-03-26,21:45:00,22:39:00,00:54:00,SE PARA MOLINO PARA REVISION DE FUGA DE ACEITE HIDRAULICO EN EL CILINDRO 1,CRUDO,0.8999999999999995,EC01-361,MECANICO,Sin Imputacion,MTTO MECANICO,MANTENIMIENTO,PNP,SE PARA MOLINO PARA REVISION DE FUGA DE ACEITE HIDRAULICO EN EL CILINDRO 1,CRUDO,marzo,2022
0,2022-03-27,00:00:00,00:16:00,00:16:00,"PARA MOLINO POR DISPARO DE VALVULA ROTATIVA, POR MATERIAL CON SOBRE TAMAÑO Y CALIZA",CARBON,0.26666666666666666,EC01-L61-VR02,MINA,Sin Imputacion,PROCESO,PROCESO,EXTERNO,"PARA MOLINO POR DISPARO DE VALVULA ROTATIVA, POR MATERIAL CON SOBRE TAMAÑO Y CALIZA",CARBON,marzo,2022
1,2022-03-27,00:39:00,01:22:00,00:43:00,"PARA MOLINO POR DISPARO DE VALVULA ROTATIVA, POR MATERIAL CON SOBRE TAMAÑO Y CALIZA",CARBON,0.7166666666666666,EC01-L61-VR02,MINA,Sin Imputacion,PROCESO,PROCESO,EXTERNO,"PARA MOLINO POR DISPARO DE VALVULA ROTATIVA, POR MATERIAL CON SOBRE TAMAÑO Y CALIZA",CARBON,marzo,2022
0,2022-03-27,00:00:00,07:32:00,07:32:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.533333333333333,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
1,2022-03-27,02:15:00,03:40:00,01:25:00,"PARA MOLINO POR ATASQUE DE TOLVA AUXILIAR DE CARBON, MATERIAL HUMEDO ",CARBON,1.4166666666666663,EC01-L21-TO01,MINA,Sin Imputacion,PROCESO,PROCESO,EXTERNO,"PARA MOLINO POR ATASQUE DE TOLVA AUXILIAR DE CARBON, MATERIAL HUMEDO ",CARBON,marzo,2022
1,2022-03-27,01:44:00,02:26:00,00:42:00,DESALINAMIENTO DE DOSIFICADORA DE CLINKER,CEMENTO,0.7000000000000002,EC01-511-BP01,MECANICO,DOSIFICADOR ,MTTO MECANICO,MANTENIMIENTO,PNP,DESALINAMIENTO DE DOSIFICADORA DE CLINKER,CEMENTO,marzo,2022
1,2022-03-27,04:56:00,05:31:00,00:35:00,"PARA MOLINO POR ATASQUE DE TOLVA AUXILIAR DE CARBON, MATERIAL HUMEDO ",CARBON,0.5833333333333326,EC01-L21-TO01,MINA,Sin Imputacion,PROCESO,PROCESO,EXTERNO,"PARA MOLINO POR ATASQUE DE TOLVA AUXILIAR DE CARBON, MATERIAL HUMEDO ",CARBON,marzo,2022
1,2022-03-27,10:10:00,20:48:00,10:38:00,SE REALIZA EL PEGUE EN BANDA 511BT01,CEMENTO,10.633333333333335,EC01-511-BT01-M01,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,SE REALIZA EL PEGUE EN BANDA 511BT01,CEMENTO,marzo,2022
1,2022-03-27,18:13:00,18:59:00,00:46:00,"SE REVISA MOLINO INTERNAMENTE, ALTA TEMPERATURA EN EL MATERIAL DE RECHAZO Y RUIDO EXTRAÑO",CARBON,0.7666666666666693,EC01-L61,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,"SE REVISA MOLINO INTERNAMENTE, ALTA TEMPERATURA EN EL MATERIAL DE RECHAZO Y RUIDO EXTRAÑO",CARBON,marzo,2022
1,2022-03-27,20:00:00,20:26:00,00:26:00,"PARA MOLINO POR ATASQUE DE TOLVA AUXILIAR DE CARBON, MATERIAL HUMEDO ",CARBON,0.4333333333333318,EC01-L21-TO01,MINA,Sin Imputacion,PROCESO,PROCESO,EXTERNO,"PARA MOLINO POR ATASQUE DE TOLVA AUXILIAR DE CARBON, MATERIAL HUMEDO ",CARBON,marzo,2022
1,2022-03-27,18:51:00,23:59:00,05:08:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,5.133333333333331,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
0,2022-03-28,00:00:00,09:06:00,09:06:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,9.1,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
1,2022-03-28,09:10:00,12:47:00,03:37:00,TOLVAS LLENAS ,CARBON,3.616666666666667,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS ,CARBON,marzo,2022
1,2022-03-28,09:10:00,12:47:00,03:37:00,TOLVAS LLENAS ,CARBON,3.616666666666667,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS ,CARBON,marzo,2022
